arquivo,repositorio,cenario_numero,nome_cenario,cenario,US,caminho_completo,métrica de coesão,métrica de cobertura,OBS
_00503TaxRatesCatalog_story_processado.txt,IRPTeam_IRP,cenário 3,Create a tax rate with invalid rate value,"Scenario: Create a tax rate with invalid rate value
  Given there is an administrator logged in
  And the tax rates catalog is empty
  When the administrator creates a new tax rate with the code ""VAT"" and rate ""abc""
  Then the system denies the creation
  And displays an error message indicating that the tax rate value is invalid",As an owner I want to fill out information on the company To further use it when reflecting in the program of business processes,IRPTeam_IRP\_00503TaxRatesCatalog_story_processado.txt,1,1,
_00505CurrencyMovementType_story_processado.txt,IRPTeam_IRP,cenário 5,Attempt to delete a non-existent currency movement type,"Scenario: Attempt to delete a non-existent currency movement type
  Given there is an administrator logged into the system
  And there is no existing currency movement type with the name ""Non Existent""
  When the administrator attempts to delete the currency movement type with the name ""Non Existent""
  Then the system prevents the deletion
  And displays an error message indicating that the currency movement type does not exist",As an owner I want to fill out information on the company To further use it when reflecting in the program of business processes,IRPTeam_IRP\_00505CurrencyMovementType_story_processado.txt,1,1,
_00509PaymentTermsCatalog_story_processado.txt,IRPTeam_IRP,cenário 5,Delete a payment term,"Scenario: Delete a payment term
  Given there is an administrator logged into the system
  And there is a payment term named ""Term to Delete"" in the catalog
  When the administrator deletes the payment term ""Term to Delete""
  Then the system removes the payment term from the catalog
  And displays a confirmation message",As an owner I want to fill out information on the company To further use it when reflecting in the program of business processes,IRPTeam_IRP\_00509PaymentTermsCatalog_story_processado.txt,1,1,
_0296Unbundling_story_processado.txt,IRPTeam_IRP,cenário 5,Unbundling document approval and inventory update,"Scenario: Unbundling document approval and inventory update
  Given there is an unbundling document in ""Draft"" status
  And the sales manager has the necessary permissions
  When the sales manager approves the unbundling document
  Then the system updates the inventory levels for the component items across different warehouse profiles
  And the document status is set to ""Approved""","As a sales manager I want to create Unbundling For sale of products from a Bundle separately Variables: import ""Variables.feature""",IRPTeam_IRP\_0296Unbundling_story_processado.txt,1,1,
cli_story_processado.txt,karma-runner_karma,cenário 4,Start Karma server successfully,"Scenario: Start Karma server successfully
  Given the user has a valid Karma configuration
  When the user executes the command ""karma start""
  Then the system starts the Karma server
  And displays a message confirming the server is running",In order to use Karma As a person who wants to write great tests I want command line interface to provide help and useful errors.,karma-runner_karma\cli_story_processado.txt,1,1,
headers_story_processado.txt,karma-runner_karma,cenário 1,Set custom headers for a single file,"Scenario: Set custom headers for a single file
  Given there is a test configuration with a file ""test.js""
  When the user sets a custom header ""Content-Type"" with value ""application/javascript"" for ""test.js""
  Then the system serves ""test.js"" with the header ""Content-Type"" and value ""application/javascript""",In order to use Karma As a person who wants to write great tests I want to Karma to send custom headers on files sent.,karma-runner_karma\headers_story_processado.txt,1,1,
launcher-error_story_processado.txt,karma-runner_karma,cenário 4,Successful browser connection,"Scenario: Successful browser connection
  Given a test is running with Karma Test Runner CLI
  And a browser is configured to run the test
  When the browser successfully connects to Karma
  Then the system does not output an error message to stderr
  And the test execution proceeds",In order to use Karma As a person who wants to write great tests I want Karma to output stderr if a browser fails to connect.,karma-runner_karma\launcher-error_story_processado.txt,1,1,
tag_story_processado.txt,karma-runner_karma,cenário 4,Verify JavaScript version tag is ignored in non-Firefox browsers,"Scenario: Verify JavaScript version tag is ignored in non-Firefox browsers
  Given the user is using the Karma Test Runner CLI
  And the browser is Safari
  When the user adds a JavaScript version tag
  Then the system ignores the JavaScript version tag
  And the test is executed as if the tag was not added",In order to use Karma As a person who wants to write great tests I want to add a JavaScript version tag in Firefox only.,karma-runner_karma\tag_story_processado.txt,1,1,
chart-of-accounts_story_processado.txt,ledgersmb_LedgerSMB,cenário 2,Modify account properties,"Scenario: Modify account properties
  Given the user is logged into LedgerSMB
  And there is an existing account with specific properties
  When the user edits the account properties
  And changes the account description to ""New Account Description""
  Then the system updates the account properties
  And displays the updated account description ""New Account Description""",As a LedgerSMB user I want to be able to view the chart of accounts and change the properties of an account and a heading. I want to be able to use an existing account as the basis for creating a new account.,ledgersmb_LedgerSMB\chart-of-accounts_story_processado.txt,1,1,
in-arrears-purchase_story_processado.txt,ledgersmb_LedgerSMB,cenário 4,COGS posting with sales entered before purchase,"Scenario: COGS posting with sales entered before purchase
  Given sales are recorded before the corresponding purchase invoice
  When the purchase invoice is posted
  Then the system automatically posts the COGS
  And the accounting records reflect the correct COGS",In case inventory is sold short - which can both happen when the true sequence is to sell before buy *or* when transactions are entered out-of-order during periodic bookkeeping - COGS should be posted as soon as the price of the goods is known. That condition is met the moment the purchase invoice is posted.,ledgersmb_LedgerSMB\in-arrears-purchase_story_processado.txt,1,1,
login_story_processado.txt,ledgersmb_LedgerSMB,cenário 5,Accessing setup page,"Scenario: Accessing setup page
  Given the system is not configured
  When the user accesses the setup page
  Then the system displays the setup page
  And allows the user to configure the system","In order to assess the further quality of the software, we want to assess the availability and correct operation of the functionality of logging in, both as an admin and as a user.",ledgersmb_LedgerSMB\login_story_processado.txt,1,1,
search-batches_story_processado.txt,ledgersmb_LedgerSMB,cenário 2,Search for voucher batches by description,"Scenario: Search for voucher batches by description
  Given there are existing voucher batches with different descriptions
  When the user searches for voucher batches with description ""January Sales""
  Then the system displays a list of voucher batches with description containing ""January Sales""
  And the list includes batch number, date, description, and values
","As a LedgerSMB user I want to be able to search for previously created voucher batches according to parameters which I specify, with the results presented as a list.",ledgersmb_LedgerSMB\search-batches_story_processado.txt,1,1,
ColdStartToOnboardingScreenIOS_story_processado.txt,MetaMask_metamask-mobile,cenário 3,Wallet setup screen is displayed after cold start,"Scenario: Wallet setup screen is displayed after cold start
  Given the app is not installed on the device
  When the user installs the app for the first time
  Then the wallet setup screen is displayed
  And the user can interact with the screen",This feature measures the cold start of the app when: The user installs the app for the very first time,MetaMask_metamask-mobile\ColdStartToOnboardingScreenIOS_story_processado.txt,1,1,
NetworkFlow_story_processado.txt,MetaMask_metamask-mobile,cenário 5,Attempt to add a duplicate custom network,"Scenario: Attempt to add a duplicate custom network
  Given the user is on the network settings page
  And there is a custom network ""Custom Network"" already added
  When the user chooses to add a custom network
  And enters the network details: name ""Custom Network"", RPC URL ""https://customnetwork.com"", Chain ID ""123"", and symbol ""CN""
  Then the system denies adding the custom network
  And displays an error message indicating that the network already exists",User should be able to add a custom network via the popular network flow User should also have the ability to a add custom network via the custom network flow.,MetaMask_metamask-mobile\NetworkFlow_story_processado.txt,1,1,
RequestTokenFlow_story_processado.txt,MetaMask_metamask-mobile,cenário 1,Request native token successfully,"Scenario: Request native token successfully
  Given the user has a configured network with native token ""ETH""
  When the user requests the native token ""ETH""
  Then the system generates a payment link for ""ETH""
  And displays a QR code for ""ETH""",This feature goes through the request token flow,MetaMask_metamask-mobile\RequestTokenFlow_story_processado.txt,1,1,
SendEthGasApiDown_story_processado.txt,MetaMask_metamask-mobile,cenário 5,Cancel Send ETH transaction when Gas API is down,"Scenario: Cancel Send ETH transaction when Gas API is down
  Given the Gas API is unavailable
  And the user has a valid ETH balance
  And the user has initiated an ETH send transaction
  When the user cancels the transaction
  Then the system cancels the transaction successfully
  And the user's ETH balance remains unchanged",A user should be able to send ETH when the Gas API is down.,MetaMask_metamask-mobile\SendEthGasApiDown_story_processado.txt,1,1,
edit_block_of_links_story_processado.txt,noosfero_noosfero,cenário 1,Edit link block with valid link and icon,"Scenario: Edit link block with valid link and icon
  Given there is a profile owner with a link block on their site
  When the profile owner edits the link block with the title ""Social Media""
  And enters the link ""https://www.example.com/socialmedia""
  And selects the icon ""facebook""
  Then the system saves the changes
  And displays the updated link block with the selected icon",As a profile owner I want to edit a block of links,noosfero_noosfero\edit_block_of_links_story_processado.txt,1,1,
forum_story_processado.txt,noosfero_noosfero,cenário 3,Forum creation with invalid input,"Scenario: Forum creation with invalid input
  Given there is a Noosfero user with a personal profile
  When the user creates a new forum with invalid input
  Then the system denies the creation of the forum
  And displays a message indicating the input is invalid",As a noosfero user I want to have one or mutiple forums,noosfero_noosfero\forum_story_processado.txt,1,1,
manage_enterprises_story_processado.txt,noosfero_noosfero,cenário 1,Enterprise owner views enterprise management option,"Scenario: Enterprise owner views enterprise management option
  Given there is an enterprise owner with registered enterprises
  And the feature flag for enterprise management is enabled
  When the user navigates to the main menu
  Then the system displays the enterprise management option",As a enterprise owner I want to manage my enterprises,noosfero_noosfero\manage_enterprises_story_processado.txt,1,1,
status_story_processado.txt,noosfero_noosfero,cenário 3,Configure new status in community settings,"Scenario: Configure new status in community settings
  Given the user is an administrator of a community
  And the community has a status configuration section
  When the user configures a new status
  Then the new status is available for use in the community's comment section
  And the status is listed in the community's status configuration",As a user I want to add status for comments,noosfero_noosfero\status_story_processado.txt,1,1,
agoras_story_processado.txt,parti-renaissance_espace-adherent,cenário 1,Unauthenticated user cannot access Agoras API,"Scenario: Unauthenticated user cannot access Agoras API
  Given there is an unauthenticated user
  When the user attempts to access the Agoras API
  Then the system denies access
  And displays an error message indicating authentication is required",In order to see and join Agoras I should be able to access API of Agoras,parti-renaissance_espace-adherent\agoras_story_processado.txt,1,1,
scopes_story_processado.txt,parti-renaissance_espace-adherent,cenário 3,Request scopes with invalid OAuth token,"Scenario: Request scopes with invalid OAuth token
  Given the user is authenticated via OAuth with an invalid token
  When the requests their assigned scopes via the API
  Then the system returns an error response
  And indicates that the token is invalid or expired",In order to get scopes of an adherent I should be able to request them via the API,parti-renaissance_espace-adherent\scopes_story_processado.txt,1,1,
user_controller_donation_story_processado.txt,parti-renaissance_espace-adherent,cenário 3,No donations to display,"Scenario: No donations to display
  Given there is a logged-in adherent with no active donations
  When the adherent views their account profile
  Then the system displays a message indicating no donations",In order to see donation as a user I should be able to see my donation in my account profile,parti-renaissance_espace-adherent\user_controller_donation_story_processado.txt,1,1,
zones_story_processado.txt,parti-renaissance_espace-adherent,cenário 5,Autocomplete zones for authenticated user outside assigned area,"Scenario: Autocomplete zones for authenticated user outside assigned area
  Given there is an authenticated user with scope to manage ""city"" zones
  And there are ""city"" zones outside the user's assigned area
  When the user requests autocomplete suggestions for ""city"" zones with ""new"" via the API
  Then the system does not return ""city"" zones outside the user's assigned area
  And the response is successful",In order to see zones As a non logged-in user I should be able to access API zones,parti-renaissance_espace-adherent\zones_story_processado.txt,1,1,
custom_educator_listing_1_story_processado.txt,SFDigitalServices_sf-dahlia-web,cenário 4,Access Custom Educator Listing application form,"Scenario: Access Custom Educator Listing application form
  Given there is a Custom Educator Listing available
  And the user is on the listing page
  When the user applies to the listing
  And answers ""yes"" to the screening question about employment with the San Francisco Unified School District
  And provides a valid job classification code
  Then the system displays the full application form",As a web user I should be able to apply to Custom Educator Listing 1,SFDigitalServices_sf-dahlia-web\custom_educator_listing_1_story_processado.txt,1,1,
custom_educator_listing_2_story_processado.txt,SFDigitalServices_sf-dahlia-web,cenário 1,Successful application with valid job classification code,"Scenario: Successful application with valid job classification code
  Given there is a web user applying to Custom Educator Listing 2
  And the user has employment with the San Francisco Unified School District
  And has a valid job classification code ""12345""
  When the user submits the application form with the job classification code ""12345""
  Then the system accepts the application
  And displays a confirmation message",As a web user I should be able to apply to Custom Educator Listing 2,SFDigitalServices_sf-dahlia-web\custom_educator_listing_2_story_processado.txt,1,1,
nrhp_story_processado.txt,SFDigitalServices_sf-dahlia-web,cenário 4,Upload supporting documents for NRHP claim,"Scenario: Upload supporting documents for NRHP claim
  Given there is an applicant who has claimed ""Live in the Neighborhood"" with a valid address
  When the applicant uploads supporting documents for the NRHP claim
  Then the system accepts the uploaded documents
  And displays a confirmation that the NRHP claim has been successfully submitted","As a web user I should be able to claim ""Live in the Neighborhood"" while filling out a short form application In order to increase my chances of getting an affordable housing unit",SFDigitalServices_sf-dahlia-web\nrhp_story_processado.txt,1,1,
sign_in_while_applying_story_processado.txt,SFDigitalServices_sf-dahlia-web,cenário 3,Continue application anonymously after attempting to sign in,"Scenario: Continue application anonymously after attempting to sign in
  Given there is a user with an existing account
  And the user is filling out an application anonymously
  When the user chooses to sign in with their account
  And enters invalid email or password
  And chooses to continue anonymously
  Then the system allows the user to continue filling out the application anonymously",As a web user with an account I should be able to sign-in while filling out an application anonymously In order to associate my application with my account and reconcile any previous applications,SFDigitalServices_sf-dahlia-web\sign_in_while_applying_story_processado.txt,1,1,
admin_edits_welcome_email_story_processado.txt,sharetribe_sharetribe,cenário 1,Edit welcome email content with valid input,"Scenario: Edit welcome email content with valid input
  Given there is an admin logged into the system
  And the welcome email content is currently ""Default welcome email content""
  When the admin edits the welcome email content to ""New welcome email content""
  And saves the changes
  Then the system updates the welcome email content to ""New welcome email content""
  And displays a confirmation message",In order to have custom welcome email content tailored specifically for my community As an admin I want to be able to edit the welcome email content,sharetribe_sharetribe\admin_edits_welcome_email_story_processado.txt,1,1,
search_story_processado.txt,sharetribe_sharetribe,cenário 4,Apply custom numeric field filter,"Scenario: Apply custom numeric field filter
  Given there are listings with a custom numeric field ""year""
  When the user types a keyword ""vintage"" in the search box
  And hits enter
  And sets the custom numeric field ""year"" filter to 1990 to 2000
  Then the system displays listings containing ""vintage"" with ""year"" between 1990 and 2000",In order to find needed contents As a user I want to search listings by typing a keyword to search box and hitting enter,sharetribe_sharetribe\search_story_processado.txt,1,1,
user_checks_inbox_story_processado.txt,sharetribe_sharetribe,cenário 5,User navigates between received and sent messages,"Scenario: User navigates between received and sent messages
  Given there is a user with both received and sent messages
  And the user is logged in
  And the user is in the inbox viewing received messages
  When the user navigates to the sent messages tab
  Then the system displays the list of sent messages
  And the user can switch back to received messages",In order to view my received and sent messages As a user I want to be able to go to my inbox and view my messages,sharetribe_sharetribe\user_checks_inbox_story_processado.txt,1,1,
user_filters_listings_by_custom_fields_story_processado.txt,sharetribe_sharetribe,cenário 4,Filter listings by category selection,"Scenario: Filter listings by category selection
  Given there are listings under categories ""Electronics"" and ""Furniture""
  And the user is on the listings page
  When the user selects the ""Electronics"" category
  Then the system displays listings under the ""Electronics"" category
  And the listings count is updated accordingly",In order to view only listings that match certain marketplace specific condition As a user I want to be able to easily select which listings are shown,sharetribe_sharetribe\user_filters_listings_by_custom_fields_story_processado.txt,1,1,
choosing_province_for_country_story_processado.txt,Sylius_Sylius,cenário 2,Fill shipping address with country without provinces,"Scenario: Fill shipping address with country without provinces
  Given the user is on the checkout page
  And the user has selected a country without provinces ""Singapore""
  When the user fills the shipping address form with valid details
  Then the system validates the shipping address
  And does not prompt for province selection",In order to address an order properly As a Visitor I want to be able to fill addressing details choosing country with provinces,Sylius_Sylius\choosing_province_for_country_story_processado.txt,1,1,
returning_from_addressing_step_to_shop_homepage_story_processado.txt,Sylius_Sylius,cenário 3,Visitor can navigate back to checkout,"Scenario: Visitor can navigate back to checkout
  Given there is a visitor with items in the cart
  And the visitor is at the checkout addressing step
  When the visitor clicks on the link to return to the shop homepage
  And the visitor navigates back to checkout
  Then the visitor is returned to the checkout addressing step",In order to return to shopping after checkout started As a Visitor I want to be able to go back to shop homepage from checkout addressing step,Sylius_Sylius\returning_from_addressing_step_to_shop_homepage_story_processado.txt,1,1,
seeing_shipping_method_when_all_units_match_to_shipping_category_story_processado.txt,Sylius_Sylius,cenário 1,Choose shipping method for items with single shipping category,"Scenario: Choose shipping method for items with single shipping category
  Given there are items in the cart with shipping category ""Standard""
  When the user views available shipping methods
  Then the system displays shipping methods associated with ""Standard"" category
  And the user can select one of the displayed shipping methods",In order to select correct shipping method for my order As a Customer I want to be able to choose only shipping methods that match shipping category of all my items,Sylius_Sylius\seeing_shipping_method_when_all_units_match_to_shipping_category_story_processado.txt,1,1,
sorting_payment_methods_by_position_story_processado.txt,Sylius_Sylius,cenário 3,Add new payment method to the end of the list,"Scenario: Add new payment method to the end of the list
  Given there are multiple payment methods with different positions
  When the administrator adds a new payment method with a higher position than existing ones
  Then the new payment method is displayed at the end of the list",In order to change the order by which payment methods are displayed As an Administrator I want to sort payment methods by their positions,Sylius_Sylius\sorting_payment_methods_by_position_story_processado.txt,1,1,
min_bootstrap_negative_story_processado.txt,uyuni-project_uyuni,cenário 2,Register a machine that is already registered,"
Scenario: Register a machine that is already registered
  Given there is an authorized user
  And there is a registered machine with the name ""minion1""
  When the user registers a new machine with the name ""minion1"" and valid credentials
  Then the system denies registration
  And displays a message indicating that the machine is already registered",In order to register only valid minions As an authorized user I want to avoid registration with invalid input parameters,uyuni-project_uyuni\min_bootstrap_negative_story_processado.txt,1,1,
min_config_state_channel_story_processado.txt,uyuni-project_uyuni,cenário 1,Create a new state channel,"Scenario: Create a new state channel
  Given there are no existing state channels with the name ""Test Channel""
  When the user creates a new state channel named ""Test Channel""
  Then the system creates the state channel ""Test Channel""
  And the state channel ""Test Channel"" is listed in the available state channels",In order to configure systems through Salt I want to be able to use the state channels,uyuni-project_uyuni\min_config_state_channel_story_processado.txt,1,1,
proxy_story_processado.txt,uyuni-project_uyuni,cenário 1,Register containerized proxy with valid details,"Scenario: Register containerized proxy with valid details
  Given the system administrator is logged in
  And the containerized proxy is not already registered
  When the administrator registers the containerized proxy with valid details
  Then the system registers the containerized proxy successfully
  And the proxy is recognized by the server",In order to use Karma As a person who wants to write great tests I want to Karma to proxy requests.,uyuni-project_uyuni\proxy_story_processado.txt,1,1,
srv_create_fake_repositories_story_processado.txt,uyuni-project_uyuni,cenário 4,Create a fake repository for multiple child channels,"Scenario: Create a fake repository for multiple child channels
  Given there is an authorized user
  And the system has multiple child channels
  When the user creates a fake repository for each child channel
  Then the system creates a fake repository for each child channel
  And associates each repository with its respective child channel",In order to distribute software to the clients As an authorized user I want to create a fake repository per fake child channel,uyuni-project_uyuni\srv_create_fake_repositories_story_processado.txt,1,1,
0026-AUCT-029_story_processado.txt,vegaprotocol_vega,cenário 1,Market in opening auction with overlapping orders,"Scenario: Market in opening auction with overlapping orders
  Given the market ""BTC/ETH"" is in opening auction
  And there are overlapping orders on the book
  When the network moves ahead ""50"" blocks
  Then the trading mode should be ""TRADING_MODE_OPENING_AUCTION"" for the market ""BTC/ETH""
  When the network moves ahead ""2"" more blocks
  Then the trading mode should be ""TRADING_MODE_CONTINUOUS"" for the market ""BTC/ETH""","run from the close of voting on the market proposal (assumed to pass successfully) until: the enactment time assuming there are orders crossing on the book, there is no need for the supplied liquidity to exceed a threshold to exit an auction: (0026-AUCT-029) And  the parties place the following orders: When  the network moves ahead ""50"" blocks Then  the trading mode should be ""TRADING_MODE_OPENING_AUCTION"" for the market ""BTC/ETH"" When  the network moves ahead ""52"" blocks Then  the trading mode should be ""TRADING_MODE_CONTINUOUS"" for the market ""BTC/ETH""",vegaprotocol_vega\0026-AUCT-029_story_processado.txt,1,1,
0032-PRIM-025_story_processado.txt,vegaprotocol_vega,cenário 4,Market data is updated after auction termination,"Scenario: Market data is updated after auction termination
  Given the market ""BTC/ETH"" is in auction mode
  When the network moves ahead ""1"" blocks
  Then the market data for the market ""BTC/ETH"" should be updated with the new mark price ""1050""
  And other relevant market data fields are updated accordingly","auction terminates with a trade from order that originally triggered the auction. (0032-PRIM-025) And  the market data for the market ""BTC/ETH"" should be: Given  the parties place the following orders: When  the network moves ahead ""1"" blocks Then  the trading mode should be ""TRADING_MODE_MONITORING_AUCTION"" for the market ""BTC/ETH"" And  the orders should have the following states: When  the network moves ahead ""1"" blocks Then  the trading mode should be ""TRADING_MODE_CONTINUOUS"" for the market ""BTC/ETH"" And  the mark price should be ""1050"" for the market ""BTC/ETH"" And  the orders should have the following states: And  the market data for the market ""BTC/ETH"" should be:",vegaprotocol_vega\0032-PRIM-025_story_processado.txt,1,1,
0068-MATC-073_story_processado.txt,vegaprotocol_vega,cenário 5,Post-only limit GFN order is placed on the book,"Scenario: Post-only limit GFN order is placed on the book
  Given there are no existing orders on the book that cross
  When a user places a LIMIT GFN order with post-only flag set to TRUE
  Then the order is placed fully on the book
  And the order status is ""Active""",Incoming LIMIT: POST-ONLY TRUE orders will be placed fully on the book if no orders currently cross. (0068-MATC-073) And  the parties place the following orders: Then  the orders should have the following status:,vegaprotocol_vega\0068-MATC-073_story_processado.txt,1,1,
trading_fees_spot_story_processado.txt,vegaprotocol_vega,cenário 1,Order placement with sufficient balance,"Scenario: Order placement with sufficient balance
  Given there is a user with sufficient balance in their general account
  When the user places an order on a spot market
  Then the system reserves the required assets in the holding account
  And the order is accepted","the order can not be placed. When trade happens, holding asset is released:",vegaprotocol_vega\trading_fees_spot_story_processado.txt,1,1,
