repositorio,arquivo,US ,Descrição,Descrição em inglês
DataDog_datadog-api-client-typescript,service_level_objectives_1_story.txt,"[Service Level Objectives](https://docs.datadoghq.com/monitors/service_lev el_objectives/#configuration) (SLOs) are a key part of the site reliability engineering toolkit. SLOs provide a framework for defining clear targets around application performance, which ultimately help teams provide a consistent customer experience, balance feature development with platform stability, and improve communication with internal and external users.","A Datadog é uma plataforma de observabilidade e segurança para aplicações na nuvem, integrando e automatizando monitoramento de infraestrutura, monitoramento de desempenho de aplicações, gerenciamento de logs, monitoramento de experiência do usuário. O sistema deve permitir a geração e consulta de relatórios de Service Level Objectives (SLOs) via API.","Datadog is an observability and security platform for cloud applications, integrating and automating infrastructure monitoring, application performance monitoring, log management, and user experience monitoring. The system must allow the generation and querying of Service Level Objectives (SLO) reports via API."
engineyard_rails_dev_directory,admin_services_story.txt,As an Engine Yard administrator I want to be able to add and remove services So that I can adapt the system to new tech types as they are required without modifying code,"O Engine Yard Rails Development Directory é um sistema web que permite aos administradores gerenciar dinamicamente os serviços oferecidos pela plataforma. Ele fornece uma interface administrativa onde é possível adicionar novos serviços, ativá-los ou desativá-los, editar suas informações e removê-los quando não forem mais necessários.","The Engine Yard Rails Development Directory is a web system that allows administrators to dynamically manage the services offered by the platform. It provides an administrative interface where new services can be added, enabled or disabled, their information edited, and removed when they are no longer necessary."
engineyard_rails_dev_directory,admin_top_cities_story.txt,In order to choose what top cities appear in the top cities section As an admin I want to be able to add top cities,"O Engine Yard Rails Development Directory é um sistema web que permite aos administradores gerenciar dinamicamente os serviços oferecidos pela plataforma. O sistema possibilita controlar quais cidades aparecem na seção de cidades em destaque, permitindo adicionar novas cidades, definir estado e país, editar registros já existentes e remover aquelas que não devem mais ser exibidas.","The Engine Yard Rails Development Directory is a web system that allows administrators to dynamically manage the services offered by the platform. The system enables control over which cities appear in the featured cities section, allowing new cities to be added, their state and country to be set, existing records to be edited, and those that should no longer be displayed to be removed."
engineyard_rails_dev_directory,dashboard_story.txt,As a Provider I want to see my account overview on the dashboard So that when I login I can see information that is important to me without digging for it,"O Engine Yard Rails Development Directory é um sistema web que permite aos administradores gerenciar dinamicamente os serviços oferecidos pela plataforma.O sistema deve exibir no dashboard do provedor um resumo de sua conta, incluindo solicitações abertas  e novos endossos recebidos, permitindo que o usuário visualize rapidamente atividades importantes sem precisar navegar por várias páginas. Ao fazer login, o provedor tem acesso direto a itens como propostas associadas à sua empresa e nomes de clientes que o endossaram.","The Engine Yard Rails Development Directory is a web system that allows administrators to dynamically manage the services offered by the platform. The system must display a summary of the provider's account on their dashboard, including open requests and new endorsements received, allowing the user to quickly view important activities without having to navigate through multiple pages. Upon logging in, the provider has direct access to items such as proposals associated with their company and the names of clients who have endorsed them."
engineyard_rails_dev_directory,pages_story.txt,As an Engine Yard administrator I want to add pages So that I can add static content to the site,"O Engine Yard Rails Development Directory é um sistema web que permite aos administradores gerenciar dinamicamente os serviços oferecidos pela plataforma.O sistema deve permitir criar novas páginas, definir título, URL e conteúdo, além de possibilitar a edição dessas informações sempre que necessário. Também deve permitir a exclusão de páginas que não são mais relevantes, garantindo que o conteúdo público permaneça sempre atualizado.","The Engine Yard Rails Development Directory is a web system that allows administrators to dynamically manage the services offered by the platform. The system must allow the creation of new pages, including setting their title, URL, and content, as well as enabling the editing of this information whenever necessary. It must also allow the deletion of pages that are no longer relevant, ensuring that public content remains up-to-date."
FinAegis_core-banking-prototype-laravel,basket_management_story.txt,In order to diversify my holdings As a bank customer I need to be able to create and manage basket assets,"O FinAegis é um protótipo de sistema bancário central de código aberto. O sistema deve permitir criar e gerenciar cestas de ativos (Basket Asset Management), com funcionalidades de composição, decomposição e rebalanceamento dinâmico, garantindo rastreabilidade e precisão em operações financeiras.","FinAegis is an open-source central banking system prototype. The system must enable the creation and management of asset baskets (Basket Asset Management), with functionalities for composition, decomposition, and dynamic rebalancing, ensuring traceability and accuracy in financial operations."
FinAegis_core-banking-prototype-laravel,batch_processing_story.txt,In order to efficiently handle bulk operations As a system administrator I need to execute batch operations with proper error handling and compensation,"O FinAegis é um protótipo de sistema bancário central de código aberto. O sistema deve permitir criar e gerenciar cestas de ativos (Basket Asset Management), com funcionalidades de composição, decomposição e rebalanceamento dinâmico, garantindo rastreabilidade e precisão em operações financeiras.","FinAegis is an open-source central banking system prototype. The system must enable the creation and management of asset baskets (Basket Asset Management), with functionalities for composition, decomposition, and dynamic rebalancing, ensuring traceability and accuracy in financial operations."
FinAegis_core-banking-prototype-laravel,financial_institutions_application_story.txt,In order to partner with FinAegis As a financial institution I need to be able to submit a partnership application,"O FinAegis é um protótipo de sistema bancário central de código aberto. O sistema deve permitir que administradores e instituições parceiras realizem operações de gestão de cestas de ativos, submissão de candidaturas, execução e monitoramento de batches e consulta de relatórios","FinAegis is an open-source central banking system prototype. The system must allow administrators and partner institutions to perform asset basket management operations, submission of applications, execution and monitoring of batches, and querying of reports."
FinAegis_core-banking-prototype-laravel,governance_voting_story.txt,In order to participate in platform governance As a stakeholder I need to be able to create and vote on proposals,"O FinAegis é um protótipo de sistema bancário central de código aberto.O sistema deve permitir que detentores de tokens criem, votem e executem propostas de governança,como alterações de configuração, composição de cestas de ativos e ativação de funcionalidades, através  de votação baseado em staking, com cálculo dinâmico de poder de voto, delegação, períodos de votação definidos e execução automática de propostas aprovadas, garantindo transparência, auditabilidade e decisões coletivas no protocolo.","FinAegis is an open-source central banking system prototype. The system must allow token holders to create, vote on, and execute governance proposals—such as configuration changes, asset basket composition adjustments, and feature activation—through staking-based voting. This process includes dynamic voting power calculation, delegation, defined voting periods, and the automatic execution of approved proposals, ensuring transparency, auditability, and collective decision-making within the protocol."
GSA_search-gov,admin_center_clicks_and_queries_story.txt,"In order to see the correlation between user queries and clicked URLs As a site customer I want to see top clicked URLs, the queries that led to them, and the clicked URLs that came from those queries","GSA_search-gov é um mecanismo de busca Search.gov da GSA.O sistema deve permitir que administradores de sites afiliados visualizem e analisem a correlação entre as consultas de pesquisa dos usuários e os URLs clicados, com funcionalidades para gerar relatórios de consultas, cliques, referências e relatórios mensais.","GSA_search-gov is the Search.gov search engine from the GSA. The system must allow affiliated site administrators to view and analyze the correlation between user search queries and the URLs clicked, with functionalities to generate queries, clicks, referrals, and monthly reports."
GSA_search-gov,bulk_affiliate_styles_upload_story.txt,In order to give affiliates the ability to submit a file of URLs for indexing As an admin I want to upload a file containing Affiliate Styles,":O GSA_search-gov é um mecanismo de busca Search.gov da GSA. O sistema deve permitir que administradores realizem o upload em lote de arquivos contendo estilos de sites afiliados para indexação sob demanda, com validação de tamanho de arquivo de até 4 MB, confirmação de processamento e notificação por e-mail dos resultados.","GSA_search-gov is the Search.gov search engine from the GSA. The system must allow administrators to perform batch uploads of files containing affiliate site styles for on-demand indexing, with file size validation up to 4 MB, processing confirmation, and email notification of the results."
GSA_search-gov,odie_url_source_update_story.txt,In order to meet customer needs As an admin I want to update the source of all of a specific affiliate's indexed documents from rss to manual,"O GSA_search-gov é um mecanismo de busca Search.gov da GSA.O sistema deve permitir que administradores realizem a atualização em massa da fonte de documentos indexados de um afiliado específico, de RSS para manual, com validação rigorosa do identificador do afiliado, confirmação explícita antes da execução e processamento via job enfileirado, garantindo precisão e segurança na migração de grandes volumes de metadados de indexação.","GSA_search-gov is the Search.gov search engine from the GSA. The system must allow administrators to perform a batch update of the document source for a specific affiliate, changing it from RSS to manual. This process requires strict validation of the affiliate identifier, explicit confirmation before execution, and processing via a queued job to ensure accuracy and security during the migration of large volumes of indexing metadata."
GSA_search-gov,search_elastic_story.txt,In order to get results directly form elasticsearch As a site visitor to a site using the SearchElastic search engine I want to be able to search an site using the SearchElastic search engine,"O GSA_search-gov é um mecanismo de busca Search.gov da GSA.O sistema deve permitir que visitantes de sites afiliados realizem pesquisas diretamente no índice Elasticsearch através do motor SearchElastic, garantindo a recuperação rápida e relevante de resultados de busca para consultas específicas, como exemplificado na busca por ""hubble"" no site da NASA.","GSA_search-gov is the Search.gov search engine from the GSA. The system must allow visitors of affiliate sites to perform searches directly within the Elasticsearch index via the SearchElastic engine, ensuring the fast and relevant retrieval of search results for specific queries, as exemplified by searching for ""hubble"" on the NASA website."
inventorypapa_free-dropshipping-automation-software,browsing_inventory_story.txt,In order to see all tracked product variants As an Administrator I want to be able to browse tracked product variants,"O InventoryPapa Inventory Browser é um módulo do software gratuito de automação de dropshipping. O sistema deve permitir que administradores visualizem e naveguem por variantes de produtos rastreadas no inventário, com capacidade de filtrar apenas itens monitorados e exibir informações críticas como quantidade disponível em estoque.","The InventoryPapa Inventory Browser is a module of the free dropshipping automation software. The system must allow administrators to view and navigate through tracked product variants in the inventory, with the ability to filter for monitored items only and display critical information such as available stock quantity."
inventorypapa_free-dropshipping-automation-software,product_review_validation_1_story.txt,In order to avoid making mistakes when managing a product review As an Administrator I want to be prevented from adding it without specifying required fields,": O InventoryPapa Inventory Browser é um módulo do software gratuito de automação de dropshipping. O sistema deve validar e impedir modificações em avaliações de produtos que omitam campos obrigatórios, como título e comentário, garantindo a integridade dos dados e prevenindo erros durante a gestão do conteúdo gerado por usuários.","The InventoryPapa Inventory Browser is a module of the free dropshipping automation software. The system must validate and prevent modifications to product reviews that omit mandatory fields, such as title and comment, ensuring data integrity and preventing errors during the management of user-generated content."
inventorypapa_free-dropshipping-automation-software,seeing_orders_statistics_on_customer_details_page_story.txt,"In order to know how many orders a customer has placed, and what's their total value As an Administrator I want to be able to see orders statistics of customer on their details page","O InventoryPapa Inventory Browser é um módulo do software gratuito de automação de dropshipping.O sistema deve permitir que administradores visualizem estatísticas detalhadas dos pedidos por cliente, incluindo número de pedidos, valor total e valor médio, segmentados por canal de venda e status de cumprimento, garantindo insights acionáveis sobre o valor e o comportamento do cliente em operações multicanal.","The InventoryPapa Inventory Browser is a module of the free dropshipping automation software. The system must allow administrators to view detailed customer order statistics, including the number of orders, total value, and average value, segmented by sales channel and fulfillment status, ensuring actionable insights into customer value and behavior in multi-channel operations."
inventorypapa_free-dropshipping-automation-software,sorting_payment_methods_by_position_story.txt,In order to change the order by which payment methods are displayed As an Administrator I want to sort payment methods by their positions,"O InventoryPapa Inventory Browser é um módulo do software gratuito de automação de dropshipping.O sistema deve permitir que administradores visualizem e gerenciem a ordenação de métodos de pagamento por posição, definindo a sequência de exibição no checkout, com comportamento padrão de ordenação ascendente e lógica clara para adicionar novos métodos no início ou fim da lista, garantindo controle total sobre a experiência de pagamento da loja.","The InventoryPapa Inventory Browser is a module of the free dropshipping automation software. The system must allow administrators to view and manage the ordering of payment methods by position, defining their display sequence at checkout. It should feature a default ascending order and clear logic for adding new methods to either the beginning or end of the list, ensuring complete control over the store's payment experience."
irontec_ivozprovider,getExternalCallFilterBlackList_story.txt,In order to manage external call filter black lists As a client admin I need to be able to retrieve them through the API.,"O IVOZ Provider é um módulo da solução multi locatária para provedores VoIP. O sistema deve permitir que administradores de clientes recuperem listas negras de filtros de chamadas externas através de uma API REST, com suporte a autenticação por cabeçalhos, respostas estruturadas em JSON e consultas tanto para listas completas quanto para registros individuais, garantindo o gerenciamento programático de políticas de filtragem de chamadas.","IVOZ Provider is a module of the multi-tenant VoIP provider solution. The system must allow client administrators to retrieve external call filter blacklists via a REST API, supporting header-based authentication, structured JSON responses, and queries for both complete lists and individual records. This ensures the programmatic management of call filtering policies."
irontec_ivozprovider,postHuntGroupMember_story.txt,In order to manage hunt groups rel users As a client admin I need to be able to create them through the API.,"O IVOZ Provider Hunt Group Member API é um módulo da solução multi locatária para provedores VoIP. O sistema deve permitir que administradores de clientes criem e recuperem relações entre grupos de caça (hunt groups) e usuários através de uma API REST, com suporte à criação de membros via POST com parâmetros configuráveis como tempo de espera (timeoutTime) e prioridade, e consulta dos registros criados, garantindo o gerenciamento programático da distribuição de chamadas.","IVOZ Provider Hunt Group Member API is a module of the multi-tenant VoIP provider solution. The system must allow client administrators to create and retrieve relationships between hunt groups and users via a REST API. This includes supporting member creation via POST with configurable parameters such as timeoutTime and priority, as well as querying the created records, ensuring the programmatic management of call distribution."
irontec_ivozprovider,removeDomains_2_story.txt,In order to manage domains as a super admin I should not be able to delete them through the API.,"O IVOZ Provider Domain Deletion API é um módulo de gestão de segurança da solução multi locatária para provedores VoIP. O sistema deve impedir a exclusão de domínios através da API, mesmo para superadministradores, retornando um código de status HTTP 405 (Method Not Allowed) para todas as tentativas de deleção, garantindo a integridade e a estabilidade obrigatória da estrutura multilocatário.","The IVOZ Provider Domain Deletion API is a security management module for the multi-tenant VoIP provider solution. The system must prevent domain deletion through the API, even for super administrators, by returning an HTTP 405 (Method Not Allowed) status code for all deletion attempts, thereby ensuring the integrity and mandatory stability of the multi-tenant framework."
irontec_ivozprovider,removeSpecialNumber_1_story.txt,In order to manage special numbers as a super admin I need to be able to delete them through the API.,"O IVOZ Provider Special Numbers API é um módulo de gestão avançada da solução multilocatária para provedores VoIP. O sistema deve permitir que super administradores gerenciem números especiais, incluindo sua exclusão controlada através da API com o método DELETE, garantindo a remoção segura e confirmada pelo código de status HTTP 204 (No Content).","The IVOZ Provider Special Numbers API is an advanced management module for the multi-tenant VoIP provider solution. The system must allow super administrators to manage special numbers, including their controlled deletion via the API using the DELETE method, ensuring secure removal confirmed by the HTTP 204 (No Content) status code."
IRPTeam_IRP,_00503TaxRatesCatalog_story.txt,As an owner I want to fill out information on the company To further use it when reflecting in the program of business processes,"O IRP Tax Rates Catalog é um módulo de configuração fiscal da solução de software para automação de estoque, atacado e finanças. O sistema deve permitir que administradores preencham e gerenciem o catálogo de taxas de impostos da empresa, com suporte à criação de múltiplas taxas, descrições multilíngue e validação de valores.","The IRP Tax Rates Catalog is a tax configuration module of the inventory, wholesale, and finance automation software solution. The system must allow administrators to populate and manage the company's tax rates catalog, supporting the creation of multiple rates, multilingual descriptions, and value validation."
IRPTeam_IRP,_00505CurrencyMovementType_story.txt,As an owner I want to fill out information on the company To further use it when reflecting in the program of business processes,"O IRP Tax Rates Catalog é um módulo de configuração fiscal da solução de software para automação de estoque, atacado e finanças.O sistema deve permitir que administradores criem e gerenciem tipos de movimento de moeda para termos de parceiros, configurando moedas específicas (como a Lira Turca - TRY) e vinculando-as a fontes cambiais apropriadas, garantindo a correta parametrização para o processamento automático de transações financeiras internacionais na plataforma.","The IRP Tax Rates Catalog is a tax configuration module of the inventory, wholesale, and finance automation software solution. The system must allow administrators to create and manage currency movement types for partner terms, configuring specific currencies (such as the Turkish Lira - TRY) and linking them to appropriate exchange rate sources, ensuring correct parameterization for the automatic processing of international financial transactions on the platform."
IRPTeam_IRP,_00509PaymentTermsCatalog_story.txt,As an owner I want to fill out information on the company To further use it when reflecting in the program of business processes,"O IRP Tax Rates Catalog é um módulo de configuração fiscal da solução de software para automação de estoque, atacado e finanças.  O sistema deve permitir que administradores preencham e gerenciem o catálogo de condições de pagamento da empresa, com suporte à criação de termos personalizados,como ""Test"", e descrições multilíngue, garantindo a parametrização precisa para a gestão de prazos e fluxos financeiros em transações com parceiros comerciais.","The IRP Tax Rates Catalog is a tax configuration module of the inventory, wholesale, and finance automation software solution. The system must allow administrators to populate and manage the company's payment terms catalog, supporting the creation of custom terms, such as ""Test"", and multilingual descriptions, ensuring accurate parameterization for managing deadlines and financial flows in transactions with commercial partners."
IRPTeam_IRP,_0296Unbundling_story.txt,"As a sales manager I want to create Unbundling For sale of products from a Bundle separately Variables: import ""Variables.feature""","O IRP Tax Rates Catalog é um módulo de configuração fiscal da solução de software para automação de estoque, atacado e finanças. O sistema deve permitir que gerentes de vendas criem documentos de desagregação (unbundling) para vender separadamente os itens componentes de um kit (bundle), com suporte à utilização de especificações pré-definidas, geração automática de chaves de item quando necessário, e controle preciso das movimentações de estoque em diferentes perfis de armazém, garantindo flexibilidade comercial e precisão no controle de inventário.","The IRP Tax Rates Catalog is a tax configuration module of the inventory, wholesale, and finance automation software solution. The system must allow sales managers to create unbundling documents to sell the component items of a kit (bundle) separately. This includes support for using pre-defined specifications, automatic generation of item keys when necessary, and precise control of inventory movements across different warehouse profiles, ensuring commercial flexibility and accuracy in inventory control."
karma-runner_karma,cli_story.txt,In order to use Karma As a person who wants to write great tests I want command line interface to provide help and useful errors.,"O Karma Test Runner CLI é a interface de linha de comando do executador de testes para JavaScript.O sistema deve permitir que desenvolvedores executem e gerenciem testes automatizados em navegadores reais através de comandos como init, start, run, stop e completion, fornecendo mensagens de ajuda detalhadas, tratamento de erros claros e suporte a opções de configuração específicas para cada comando, garantindo uma experiência de teste integrada e informativa.","Karma Test Runner CLI is the command-line interface for the JavaScript test runner. The system must allow developers to execute and manage automated tests in real browsers using commands such as init, start, run, stop, and completion. It must provide detailed help messages, clear error handling, and support specific configuration options for each command, ensuring an integrated and informative testing experience."
karma-runner_karma,headers_story.txt,In order to use Karma As a person who wants to write great tests I want to Karma to send custom headers on files sent.,"O Karma Test Runner CLI é a interface de linha de comando do executador de testes para JavaScript. O sistema deve permitir que desenvolvedores definam cabeçalhos HTTP personalizados para arquivos específicos servidos durante a execução dos testes, garantindo a capacidade de simular diferentes condições de servidor e atender a requisitos de segurança ou controle de cache nos ambientes de teste.",Karma Test Runner CLI is the command-line interface for the JavaScript test runner. The system must allow developers to set custom HTTP headers for specific files served during test execution. This ensures the ability to simulate various server conditions and meet security or cache control requirements in testing environments.
karma-runner_karma,launcher-error_story.txt,In order to use Karma As a person who wants to write great tests I want Karma to output stderr if a browser fails to connect.,"O Karma Test Runner CLI  é a interface de linha de comando do executador de testes para JavaScript.O sistema deve permitir que desenvolvedores identifiquem falhas na conexão com navegadores através da exibição de mensagens de erro no stderr, garantindo um feedback claro quando um navegador não consegue se conectar durante a execução dos testes.","The Karma Test Runner CLI is the command-line interface for the JavaScript test runner. The system must allow developers to identify browser connection failures by displaying error messages in stderr, ensuring clear feedback when a browser cannot connect during test execution."
karma-runner_karma,tag_story.txt,In order to use Karma As a person who wants to write great tests I want to add a JavaScript version tag in Firefox only.,"O Karma Test Runner CLI  é a interface de linha de comando do executador de testes para JavaScript.O sistema deve permitir que desenvolvedores adicionem e gerenciem tags de versão JavaScript de forma específica por navegador, garantindo a execução condicional de testes com base na presença ou ausência dessas tags em diferentes ambientes de execução.","The Karma Test Runner CLI is the command-line interface for the JavaScript test runner. The system must allow developers to add and manage JavaScript version tags in a browser-specific manner, ensuring the conditional execution of tests based on the presence or absence of these tags in different execution environments."
ledgersmb_LedgerSMB,chart-of-accounts_story.txt,As a LedgerSMB user I want to be able to view the chart of accounts and change the properties of an account and a heading. I want to be able to use an existing account as the basis for creating a new account.,"O LedgerSMB é um módulo central do sistema de contabilidade de partidas dobradas e ERP baseado na web. O sistema deve permitir que usuários visualizem e gerenciem o plano de contas completo, incluindo a modificação de todas as propriedades de contas e títulos, a criação de novas contas com base em existentes, o gerenciamento de códigos GIFI, flags personalizadas e inclusão em menus suspensos, garantindo a integridade dos dados contábeis, relatórios estruturados e uma gestão financeira precisa e customizável para pequenas e médias empresas.","LedgerSMB is a core module of the web-based double-entry accounting and ERP system. The system must allow users to view and manage the complete chart of accounts, including modifying all account and header properties, creating new accounts based on existing ones, managing GIFI codes, custom flags, and inclusion in dropdown menus. This ensures the integrity of accounting data, structured reporting, and precise, customizable financial management for small and medium-sized businesses."
ledgersmb_LedgerSMB,in-arrears-purchase_story.txt,In case inventory is sold short - which can both happen when the true sequence is to sell before buy *or* when transactions are entered out-of-order during periodic bookkeeping - COGS should be posted as soon as the price of the goods is known. That condition is met the moment the purchase invoice is posted.,"O LedgerSMB é um módulo central do sistema de contabilidade de partidas dobradas e ERP baseado na web. O sistema deve realizar a contabilização automática do Custo das Mercadorias Vendidas (CMV/COGS) no momento do lançamento de uma fatura de compra, quando existirem vendidas registradas previamente sem custo associado (""inventory sold short""), garantindo a precisão contábil e o reconhecimento correto do custo assim que o preço das mercadorias se torna conhecido.","LedgerSMB is a core module of the web-based double-entry accounting and ERP system. The system must perform the automatic posting of the Cost of Goods Sold (COGS) when a purchase invoice is entered, provided there are previously recorded sales without an associated cost (""inventory sold short""). This ensures accounting accuracy and the correct recognition of the cost as soon as the price of the goods becomes known."
ledgersmb_LedgerSMB,login_story.txt,"In order to assess the further quality of the software, we want to assess the availability and correct operation of the functionality of logging in, both as an admin and as a user.","O LedgerSMB é um módulo central do sistema de contabilidade de partidas dobradas e ERP baseado na web.O sistema deve garantir a operação correta e a disponibilidade das páginas de login (login.pl) e de configuração inicial (setup.pl), incluindo o redirecionamento automático da raiz da aplicação, permitindo o acesso seguro de administradores e usuários para a configuração e utilização diária do sistema.","LedgerSMB is a core module of the web-based double-entry accounting and ERP system. The system must ensure the correct operation and availability of the login (login.pl) and initial setup (setup.pl) pages, including automatic redirection from the application root. This allows secure access for administrators and users to configure and use the system on a daily basis."
ledgersmb_LedgerSMB,search-batches_story.txt,"As a LedgerSMB user I want to be able to search for previously created voucher batches according to parameters which I specify, with the results presented as a list.","O LedgerSMB é um módulo central do sistema de contabilidade de partidas dobradas e ERP baseado na web.O sistema deve permitir que usuários busquem e filtrem lotes de transações anteriores por parâmetros como tipo de transação, descrição e status de aprovação, com resultados apresentados em relatórios detalhados que incluem número do lote, data, descrição e valores, garantindo auditoria e controle no processo de aprovação de transações.","LedgerSMB is a core module of the web-based double-entry accounting and ERP system. The system must allow users to search and filter previous transaction batches by parameters such as transaction type, description, and approval status. The results must be presented in detailed reports that include the batch number, date, description, and values, ensuring auditability and control in the transaction approval process."
MetaMask_metamask-mobile,ColdStartToOnboardingScreenIOS_story.txt,This feature measures the cold start of the app when: The user installs the app for the very first time,"O MetaMask Mobile Performance  é um módulo de teste de desempenho para a versão iOS da carteira móvel que fornece acesso a sites que utilizam a blockchain Ethereum. O sistema deve medir o tempo de inicialização (cold start) do aplicativo após uma instalação limpa, validando que a tela de configuração da carteira é carregada e exibida em menos de 700 milissegundos, garantindo uma experiência de primeira abertura rápida e responsiva para novos usuários.","MetaMask Mobile Performance is a performance testing module for the iOS version of the mobile wallet that provides access to sites using the Ethereum blockchain. The system must measure the application's cold start time after a clean installation, validating that the wallet setup screen loads and displays in under 700 milliseconds, ensuring a fast and responsive first-time launch experience for new users."
MetaMask_metamask-mobile,NetworkFlow_story.txt,User should be able to add a custom network via the popular network flow User should also have the ability to a add custom network via the custom network flow.,"O MetaMask Mobile Performance  é um módulo de teste de desempenho para a versão iOS da carteira móvel que fornece acesso a sites que utilizam a blockchain Ethereum.O sistema deve permitir que usuários adicionem e gerenciem redes de blockchain personalizadas através de dois fluxos distintos: uma lista de redes populares pré-configuradas (como Palm e Optimism) e uma configuração manual completa (com campos para nome, URL RPC, Chain ID e símbolo), incluindo processos de aprovação segura e a capacidade de remover redes adicionadas, garantindo flexibilidade e controle total sobre as conexões da carteira.","MetaMask Mobile Performance is a performance testing module for the iOS version of the mobile wallet that provides access to sites using the Ethereum blockchain. The system must allow users to add and manage custom blockchain networks through two distinct methods: a list of pre-configured popular networks (such as Palm and Optimism) and a complete manual setup (with fields for name, RPC URL, Chain ID, and symbol). This includes secure approval processes and the ability to remove added networks, ensuring flexibility and total control over the wallet's connections."
MetaMask_metamask-mobile,RequestTokenFlow_story.txt,This feature goes through the request token flow,"O MetaMask Mobile Performance  é um módulo de teste de desempenho para a versão iOS da carteira móvel que fornece acesso a sites que utilizam a blockchain Ethereum.O sistema deve permitir que usuários solicitem tokens nativos (como ETH e BNB) e tokens ERC-20 (como BETH, Link e QNT) de suas redes configuradas, gerando links de pagamento personalizados e códigos QR para compartilhamento, garantindo uma experiência integrada e segura para recebimento de criptoativos.","MetaMask Mobile Performance is a performance testing module for the iOS version of the mobile wallet, which provides access to websites that utilize the Ethereum blockchain. The system must allow users to request native tokens (such as ETH and BNB) and ERC-20 tokens (such as BETH, Link, and QNT) from their configured networks, generating customized payment links and QR codes for sharing, ensuring an integrated and secure experience for receiving crypto assets."
MetaMask_metamask-mobile,SendEthGasApiDown_story.txt,A user should be able to send ETH when the Gas API is down.,"O MetaMask Mobile Performance  é um módulo de teste de desempenho para a versão iOS da carteira móvel que fornece acesso a sites que utilizam a blockchain Ethereum.O sistema deve permitir que usuários realizem transações de envio de ETH mesmo quando a API de estimativa de gas está indisponível, utilizando propriedades de gas de fallback e mantendo o fluxo básico de confirmação de transações, garantindo que operações críticas não sejam interrompidas por falhas em serviços externos.","MetaMask Mobile Performance is a performance testing module for the iOS version of the mobile wallet, which provides access to websites that utilize the Ethereum blockchain. The system must allow users to perform ETH send transactions even when the gas estimation API is unavailable, by using fallback gas properties and maintaining the basic transaction confirmation flow. This ensures that critical operations are not interrupted by failures in external services."
noosfero_noosfero,edit_block_of_links_story.txt,As a profile owner I want to edit a block of links,"O Noosfero é um módulo de personalização de conteúdo da plataforma web para redes sociais com CMS integrado. O sistema deve permitir que proprietários de perfis editem blocos de links em seus sites pessoais ou comunitários, incluindo a funcionalidade de selecionar ícones através de um seletor interativo, garantindo a personalização visual e a organização de links de forma intuitiva e integrada ao ambiente social.","Noosfero is a content customization module of the web platform for social networks with an integrated CMS. The system must allow profile owners to edit link blocks on their personal or community sites, including the ability to select icons through an interactive selector, ensuring visual customization and the intuitive organization of links within the social environment."
noosfero_noosfero,forum_story.txt,As a noosfero user I want to have one or mutiple forums,"Noosfero is a content customization module of the web platform for social networks with an integrated CMS. The system must allow profile owners to edit link blocks on their personal or community sites, including the ability to select icons through an interactive selector, ensuring visual customization and the intuitive organization of links within the social environment.","Noosfero is a content customization module within the web-based social networking platform that includes an integrated CMS. The system must enable profile owners to manage link blocks on their personal or community sites. This includes the ability to select icons using an interactive picker, ensuring visual customization and the intuitive organization of links in a way that is seamlessly integrated into the social environment."
noosfero_noosfero,manage_enterprises_story.txt,As a enterprise owner I want to manage my enterprises,"O Noosfero é um módulo de personalização de conteúdo da plataforma web para redes sociais com CMS integrado.O sistema deve permitir que proprietários de empresas visualizem e acessem suas empresas diretamente através de um item de menu dedicado (condicionado a uma feature flag específica), garantindo navegação rápida para o painel de controle de cada empresa, enquanto oculta essa opção para usuários que não possuem empresas registradas.","Noosfero is a content customization module of the web platform for social networks with an integrated CMS. The system must allow business owners to view and access their companies directly through a dedicated menu item (conditional on a specific feature flag), ensuring quick navigation to each company's dashboard, while hiding this option for users who do not have registered companies."
noosfero_noosfero,status_story.txt,As a user I want to add status for comments,"O Noosfero é um módulo de personalização de conteúdo da plataforma web para redes sociais com CMS integrado.O sistema deve permitir que administradores de comunidades classifiquem comentários através de status personalizáveis, com configuração central de status, controle de permissões para usuários autorizados e restrição do recurso apenas a contextos organizacionais (não aplicável em perfis pessoais), garantindo uma moderação estruturada e rastreável.","Noosfero is a content customization module for the web-based social networking platform with an integrated CMS. The system must allow community administrators to classify comments using customizable statuses. This includes centralized status configuration, permission control for authorized users, and restriction of the feature to organizational contexts only (not applicable on personal profiles), ensuring structured and traceable moderation."
parti-renaissance_espace-adherent,agoras_story.txt,In order to see and join Agoras I should be able to access API of Agoras,"O espace-adherent é um módulo de gestão de grupos comunitários da plataforma do partido Renascentista. O sistema deve permitir que usuários autenticados via OAuth consultem, filtrem e participem de Agoras (grupos de discussão) através de uma API REST, com controle de acesso baseado em papéis (membros, gerentes, presidentes), validação de limites de membros, status de publicação e gestão completa do ciclo de participação, garantindo engajamento organizado e moderado na plataforma política.","The espace-adherent is a community group management module for the Renaissance party platform. The system must allow users authenticated via OAuth to query, filter, and participate in Agoras (discussion groups) through a REST API. This includes role-based access control (members, managers, presidents), validation of member limits, publication status, and full lifecycle management of participation, ensuring organized and moderated engagement on the political platform."
