arquivo,caminho_relativo,erro_parser,erro_lint,erros_parser_descricao,erros_lint_descricao,quantidade_problemas_lint,arquivo_parser,arquivo_lint
billabear_billabear\create_product_1_story_processado,billabear_billabear,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",24,billabear_billabear\create_product_1_story_processado.txt,billabear_billabear\create_product_1_story_processado_relatorio.txt
billabear_billabear\generate_for_payment_story_processado,billabear_billabear,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Step name is too long. Length of 72 is longer than the maximum allowed: 70\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Step name is too long. Length of 93 is longer than the maximum allowed: 70\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Step name is too long. Length of 86 is longer than the maximum allowed: 70\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Step name is too long. Length of 92 is longer than the maximum allowed: 70\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Step name is too long. Length of 79 is longer than the maximum allowed: 70\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",29,billabear_billabear\generate_for_payment_story_processado.txt,billabear_billabear\generate_for_payment_story_processado_relatorio.txt
billabear_billabear\limit_customer_story_processado,billabear_billabear,0,1,-,"linha 3: Scenario name is too long. Length of 71 is longer than the maximum allowed: 70\nlinha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Step name is too long. Length of 74 is longer than the maximum allowed: 70\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Step name is too long. Length of 73 is longer than the maximum allowed: 70\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",24,billabear_billabear\limit_customer_story_processado.txt,billabear_billabear\limit_customer_story_processado_relatorio.txt
camptocamp_oerpscenario\account_bank_statement_story_processado,camptocamp_oerpscenario,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Step name is too long. Length of 75 is longer than the maximum allowed: 70\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",25,camptocamp_oerpscenario\account_bank_statement_story_processado.txt,camptocamp_oerpscenario\account_bank_statement_story_processado_relatorio.txt
camptocamp_oerpscenario\pay_invoice_story_processado,camptocamp_oerpscenario,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 37: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",26,camptocamp_oerpscenario\pay_invoice_story_processado.txt,camptocamp_oerpscenario\pay_invoice_story_processado_relatorio.txt
camptocamp_oerpscenario\sale_story_processado,camptocamp_oerpscenario,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Step name is too long. Length of 103 is longer than the maximum allowed: 70\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",24,camptocamp_oerpscenario\sale_story_processado.txt,camptocamp_oerpscenario\sale_story_processado_relatorio.txt
camptocamp_oerpscenario\samples_story_processado,camptocamp_oerpscenario,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 10: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 16: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",21,camptocamp_oerpscenario\samples_story_processado.txt,camptocamp_oerpscenario\samples_story_processado_relatorio.txt
coreshop_CoreShop\country_condition_2_story_processado,coreshop_CoreShop,0,1,-,"linha 3: Scenario name is too long. Length of 71 is longer than the maximum allowed: 70\nlinha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Step name is too long. Length of 86 is longer than the maximum allowed: 70\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 9: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Scenario name is too long. Length of 71 is longer than the maximum allowed: 70\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Step name is too long. Length of 86 is longer than the maximum allowed: 70\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 16: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Step name is too long. Length of 71 is longer than the maximum allowed: 70\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Step name is too long. Length of 102 is longer than the maximum allowed: 70\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Step name is too long. Length of 86 is longer than the maximum allowed: 70\nlinha 37: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 38: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 39: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",35,coreshop_CoreShop\country_condition_2_story_processado.txt,coreshop_CoreShop\country_condition_2_story_processado_relatorio.txt
coreshop_CoreShop\discount_percent_action_tax_100_and_free_shipping_and_gross_values_story_processado,coreshop_CoreShop,0,1,-,"linha 1: Feature name is too long. Length of 83 is longer than the maximum allowed: 50\nlinha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 9: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 16: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Scenario name is too long. Length of 79 is longer than the maximum allowed: 70\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Step name is too long. Length of 82 is longer than the maximum allowed: 70\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 37: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 38: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 39: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",31,coreshop_CoreShop\discount_percent_action_tax_100_and_free_shipping_and_gross_values_story_processado.txt,coreshop_CoreShop\discount_percent_action_tax_100_and_free_shipping_and_gross_values_story_processado_relatorio.txt
coreshop_CoreShop\discount_percent_gross_action_story_processado,coreshop_CoreShop,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Step name is too long. Length of 73 is longer than the maximum allowed: 70\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 37: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",27,coreshop_CoreShop\discount_percent_gross_action_story_processado.txt,coreshop_CoreShop\discount_percent_gross_action_story_processado_relatorio.txt
coreshop_CoreShop\not_discountable_discount_amount_action_story_processado,coreshop_CoreShop,0,1,-,"linha 1: Feature name is too long. Length of 56 is longer than the maximum allowed: 50\nlinha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 10: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Step name is too long. Length of 88 is longer than the maximum allowed: 70\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 37: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",28,coreshop_CoreShop\not_discountable_discount_amount_action_story_processado.txt,coreshop_CoreShop\not_discountable_discount_amount_action_story_processado_relatorio.txt
cross-solution_YAWIK\apply_story_processado,cross-solution_YAWIK,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 9: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 16: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 37: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 38: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 39: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",28,cross-solution_YAWIK\apply_story_processado.txt,cross-solution_YAWIK\apply_story_processado_relatorio.txt
